instruction_type,repository,repository_url,file_path,file_url,primary_language,stars,fork,archived,nested,readable,test_commands,security_rules,missing_configurations
AGENTS.md,rkttu/csharp-book,https://github.com/rkttu/csharp-book,Agents.md,https://github.com/rkttu/csharp-book/blob/6aa68d135f3dc32683c2c55356b170df598b899f/Agents.md,Unknown,5,false,false,false,true,,,setup or install guidance | an explicit test command | verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,DataDog/stratus-red-team,https://github.com/DataDog/stratus-red-team,AGENTS.md,https://github.com/DataDog/stratus-red-team/blob/5173017f204556cd64f5409e5503637df4518429/AGENTS.md,Go,2358,false,false,false,true,,,setup or install guidance | verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,alexeygrigorev/ai-data-pipelines,https://github.com/alexeygrigorev/ai-data-pipelines,agents.md,https://github.com/alexeygrigorev/ai-data-pipelines/blob/6dc08c248643318e91e8f81a090fd96e60f70901/agents.md,Python,3,false,false,false,true,,,setup or install guidance | an explicit test command | verification or completion criteria | a security or approval rule
AGENTS.md,ricardogouveia3/ricardogouveia3.github.io,https://github.com/ricardogouveia3/ricardogouveia3.github.io,Agents.md,https://github.com/ricardogouveia3/ricardogouveia3.github.io/blob/cef81feebce446c4217359aa79cc5c651f83377b/Agents.md,TypeScript,2,false,false,false,true,pnpm test,,setup or install guidance | verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,gap-system/gap,https://github.com/gap-system/gap,AGENTS.md,https://github.com/gap-system/gap/blob/d26003cc0191493730657c15214f1caddf63f3d0/AGENTS.md,GAP,990,false,false,false,true,,Generated file boundaries,verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,ranska/pixel_palette_art,https://github.com/ranska/pixel_palette_art,agents.md,https://github.com/ranska/pixel_palette_art/blob/6fc236fa865fb1e1e6aff49bbad0e3d7b2f8b30b/agents.md,Python,1,false,false,false,true,,,verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,Paluss1122-1/Tabslify,https://github.com/Paluss1122-1/Tabslify,Agents.md,https://github.com/Paluss1122-1/Tabslify/blob/958239837b6f7b999649ad987a01e6e722dfc7a8/Agents.md,Kotlin,3,false,false,false,true,gradle test,,scope or precedence guidance | a security or approval rule
AGENTS.md,chahatsagarmain/LocalAlpha,https://github.com/chahatsagarmain/LocalAlpha,agents.md,https://github.com/chahatsagarmain/LocalAlpha/blob/be174a2e599624d642571d57fb9f382cb03a59fd/agents.md,Python,0,false,false,false,true,,,setup or install guidance | an explicit test command | verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,meain/dotfiles,https://github.com/meain/dotfiles,AGENTS.md,https://github.com/meain/dotfiles/blob/4045ff43ec2a1030cd09b64a14cfff8d2ed3f399/AGENTS.md,Shell,282,false,false,false,true,,,an explicit test command | verification or completion criteria | a security or approval rule
AGENTS.md,purton-tech/rust-on-nails,https://github.com/purton-tech/rust-on-nails,AGENTS.md,https://github.com/purton-tech/rust-on-nails/blob/a0cabfcae61ef2244e6a5d9789bb56f2d362bf86/AGENTS.md,Rust,443,false,false,false,true,cargo test,,a security or approval rule
AGENTS.md,Fannon/search-bookmarks-history-and-tabs,https://github.com/Fannon/search-bookmarks-history-and-tabs,AGENTS.md,https://github.com/Fannon/search-bookmarks-history-and-tabs/blob/d5fc8336aaca770dbdd0ddb38b217f1b358037c5/AGENTS.md,JavaScript,331,false,false,false,true,npm test,Human approval | Destructive action limits,
AGENTS.md,exoscale/cli,https://github.com/exoscale/cli,AGENTS.md,https://github.com/exoscale/cli/blob/68506a1846dc78078ee33381c7f65d51e1361718/AGENTS.md,Go,91,false,false,false,true,go test,Destructive action limits,verification or completion criteria | a security or approval rule
AGENTS.md,caol64/omni-article-markdown,https://github.com/caol64/omni-article-markdown,AGENTS.md,https://github.com/caol64/omni-article-markdown/blob/0fe736648bf70127b104a23a7e0f37ccd4a4d70c/AGENTS.md,Python,205,false,false,false,true,pytest,,verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,graphframes/graphframes,https://github.com/graphframes/graphframes,AGENTS.md,https://github.com/graphframes/graphframes/blob/28d181c00e8364edc3114ba6d803e1b2520b2c17/AGENTS.md,Scala,1193,false,false,false,true,,Human approval,
AGENTS.md,dwebagents/AgentPipe,https://github.com/dwebagents/AgentPipe,AGENTS.md,https://github.com/dwebagents/AgentPipe/blob/93711dbacac101d4c9ee57a33ded0f6d9366d112/AGENTS.md,Python,204,false,false,false,true,,,setup or install guidance | an explicit test command | verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,1Password/SCAM,https://github.com/1Password/SCAM,AGENTS.md,https://github.com/1Password/SCAM/blob/ce2761e8530142521360e23cce66a9e24cd1b3e5/AGENTS.md,Python,134,false,false,false,true,pytest,Secrets and credentials,verification or completion criteria
AGENTS.md,tracel-ai/burn-onnx,https://github.com/tracel-ai/burn-onnx,AGENTS.md,https://github.com/tracel-ai/burn-onnx/blob/af2dfb43af43bf363dc2d7d858d933d86e2a65a8/AGENTS.md,Rust,114,false,false,false,true,cargo test,,setup or install guidance | verification or completion criteria | a security or approval rule
AGENTS.md,GOVINSAGA/gobblecube-eta-challenge,https://github.com/GOVINSAGA/gobblecube-eta-challenge,Agents.md,https://github.com/GOVINSAGA/gobblecube-eta-challenge/blob/85b0c4c47e72a264b0e220b157e357207b65e79b/Agents.md,Python,0,false,false,false,true,pytest,,setup or install guidance | scope or precedence guidance | a security or approval rule
AGENTS.md,Vantiq/vantiq-extension-sources,https://github.com/Vantiq/vantiq-extension-sources,AGENTS.md,https://github.com/Vantiq/vantiq-extension-sources/blob/8f56b1a41382cfe00c01cc58623313428fa9cdde/AGENTS.md,Java,13,false,false,false,true,,Network restrictions,verification or completion criteria | a security or approval rule
AGENTS.md,DarkLordLeto/OTChallenge,https://github.com/DarkLordLeto/OTChallenge,Agents.md,https://github.com/DarkLordLeto/OTChallenge/blob/9bca21c74b2d0f131ebc57feb0d6aef30e9fdd3f/Agents.md,TypeScript,0,false,false,false,true,,Secrets and credentials | Network restrictions,verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,honishi/Hakumai,https://github.com/honishi/Hakumai,AGENTS.md,https://github.com/honishi/Hakumai/blob/d34f475512db0d3f9bcf6e9ae7eb831876956658/AGENTS.md,Swift,35,false,false,false,true,,Secrets and credentials | Human approval | Production restrictions,
AGENTS.md,livekit/client-sdk-swift,https://github.com/livekit/client-sdk-swift,AGENTS.md,https://github.com/livekit/client-sdk-swift/blob/77b5aad07909e23adf97d39f205ef7e18e2ceff5/AGENTS.md,Swift,430,false,false,false,true,,,a security or approval rule
AGENTS.md,trilogy-data/pytrilogy,https://github.com/trilogy-data/pytrilogy,AGENTS.md,https://github.com/trilogy-data/pytrilogy/blob/74708b78abf965cd5fcbfaa63eb51d499f7eca6c/AGENTS.md,Python,61,false,false,false,true,,,setup or install guidance | scope or precedence guidance | a security or approval rule
AGENTS.md,jaychempan/coding-with-beat,https://github.com/jaychempan/coding-with-beat,AGENTS.md,https://github.com/jaychempan/coding-with-beat/blob/0c5eb49da6f82cb1e2fac9d9d8bf3f76986bf6a2/AGENTS.md,Python,115,false,false,false,true,,,setup or install guidance | an explicit test command | verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,HorusGoul/eslint-plugin-react-render-types,https://github.com/HorusGoul/eslint-plugin-react-render-types,AGENTS.md,https://github.com/HorusGoul/eslint-plugin-react-render-types/blob/eae86d53252da49f26eb4fe16aa932f44ec81c61/AGENTS.md,TypeScript,110,false,false,false,true,pnpm test,,verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,TimoKramer/charm.clj,https://github.com/TimoKramer/charm.clj,AGENTS.md,https://github.com/TimoKramer/charm.clj/blob/38e6823dc85ec932eefe2ad9c1f204307674c24f/AGENTS.md,Clojure,105,false,false,false,true,,,setup or install guidance | verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,bwz96sco/or_llm_agent,https://github.com/bwz96sco/or_llm_agent,AGENTS.md,https://github.com/bwz96sco/or_llm_agent/blob/4d5306fe20a83d6eca9ea857e0afa1137f592987/AGENTS.md,Python,97,false,false,false,true,,,setup or install guidance | an explicit test command | a security or approval rule
AGENTS.md,m-a-d-n-e-s-s/madness,https://github.com/m-a-d-n-e-s-s/madness,AGENTS.md,https://github.com/m-a-d-n-e-s-s/madness/blob/f74612baba69333b22f5a222a49376260cc843d4/AGENTS.md,C++,219,false,false,false,true,,Production restrictions,
AGENTS.md,diego-deese/simple-stock,https://github.com/diego-deese/simple-stock,agents.md,https://github.com/diego-deese/simple-stock/blob/b5b9c2145815c60410c55d818e0e2026e11295be/agents.md,TypeScript,0,false,false,false,true,,,setup or install guidance | an explicit test command | verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,qoli/localclash-luci,https://github.com/qoli/localclash-luci,AGENTS.md,https://github.com/qoli/localclash-luci/blob/f81d263d08c1932c31bc8c678705d76ed6cfd5fc/AGENTS.md,Shell,81,false,false,false,true,,,setup or install guidance | verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,APLA-Toolbox/pymapf,https://github.com/APLA-Toolbox/pymapf,AGENTS.md,https://github.com/APLA-Toolbox/pymapf/blob/4183b4bf3746713e4b6951208d5072b7b80cb261/AGENTS.md,Python,77,false,false,false,true,pytest,,verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,workos/case,https://github.com/workos/case,AGENTS.md,https://github.com/workos/case/blob/7959ac917cdeb0983b4aaa20bb9f42021747fed8/AGENTS.md,TypeScript,144,false,false,false,true,,,an explicit test command | scope or precedence guidance | a security or approval rule
AGENTS.md,audacity/audacity.github.io,https://github.com/audacity/audacity.github.io,AGENTS.md,https://github.com/audacity/audacity.github.io/blob/3df9be52a02144e5f93a43d4443cb2ea947e126a/AGENTS.md,Astro,9,false,false,false,true,,Generated file boundaries,an explicit test command | verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,ProjectViVy/agent-diva,https://github.com/ProjectViVy/agent-diva,AGENTS.md,https://github.com/ProjectViVy/agent-diva/blob/4ff5455ccad673c305d277b21b3200e6f0778aa9/AGENTS.md,Rust,58,false,false,false,true,cargo test,Secrets and credentials | Network restrictions,
AGENTS.md,DamianB-BitFlipper/proton-drive-sync,https://github.com/DamianB-BitFlipper/proton-drive-sync,AGENTS.md,https://github.com/DamianB-BitFlipper/proton-drive-sync/blob/9e93d2b65afc77c9c19ab0ec59f3ef4ebf29be0b/AGENTS.md,TypeScript,669,false,false,false,true,,Destructive action limits,verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,hughjonesd/huxtable,https://github.com/hughjonesd/huxtable,AGENTS.md,https://github.com/hughjonesd/huxtable/blob/1e5daed6eff70411980ca04377247f2706f37751/AGENTS.md,R,332,false,false,false,true,,,verification or completion criteria | a security or approval rule
AGENTS.md,caretive-ai/project-careti,https://github.com/caretive-ai/project-careti,AGENTS.md,https://github.com/caretive-ai/project-careti/blob/98b8c155ac47971151fa7a64d2f3f7c83da8a37a/AGENTS.md,JavaScript,47,false,false,false,true,npm test | go test,,setup or install guidance | a security or approval rule
AGENTS.md,joske/yserver,https://github.com/joske/yserver,AGENTS.md,https://github.com/joske/yserver/blob/055debc4b583e44de865d073a4caa27cbf9b1b3c/AGENTS.md,Rust,495,false,false,false,true,,,verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,elvisdragonmao/emtech,https://github.com/elvisdragonmao/emtech,AGENTS.md,https://github.com/elvisdragonmao/emtech/blob/0d578c5c021233692de16717f8a1870a766ab856/AGENTS.md,Astro,20,false,false,false,true,,,setup or install guidance | an explicit test command | verification or completion criteria | a security or approval rule
AGENTS.md,samuelcaldas/NinjaTrader.UnitTest,https://github.com/samuelcaldas/NinjaTrader.UnitTest,AGENTS.md,https://github.com/samuelcaldas/NinjaTrader.UnitTest/blob/9e37e4cffe3daf5f1bafdfffe3fa8fcc940b343a/AGENTS.md,C#,18,false,false,false,true,,Production restrictions,verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,tovifun/VivalArc,https://github.com/tovifun/VivalArc,AGENTS.md,https://github.com/tovifun/VivalArc/blob/41363620174517d7235e81077dd8bbcd7327bfa8/AGENTS.md,CSS,663,false,false,false,true,,,a security or approval rule
AGENTS.md,plasmate-labs/plasmate,https://github.com/plasmate-labs/plasmate,AGENTS.md,https://github.com/plasmate-labs/plasmate/blob/2d8369e5ca91cec0378a49fb518a5fabcb7bcd1c/AGENTS.md,HTML,30,false,false,false,true,pytest | cargo test,Secrets and credentials,verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,Xceptance/neodymium,https://github.com/Xceptance/neodymium,AGENTS.md,https://github.com/Xceptance/neodymium/blob/cdcb1e5c1e9bca3569f9ca59fa629f5d47f73c9f/AGENTS.md,Java,86,false,false,false,true,,Secrets and credentials | Human approval,
AGENTS.md,codeselfstudy/codeselfstudy,https://github.com/codeselfstudy/codeselfstudy,AGENTS.md,https://github.com/codeselfstudy/codeselfstudy/blob/5c0fbbe47b242019ae1fb45e02d16b25669d41d6/AGENTS.md,HTML,6,false,false,false,true,,Production restrictions,verification or completion criteria | scope or precedence guidance
AGENTS.md,arncore/konvoy,https://github.com/arncore/konvoy,AGENTS.md,https://github.com/arncore/konvoy/blob/a8cbc55bccfacbe2cb60d3cbd8aa6011b2f9f487/AGENTS.md,Rust,25,false,false,false,true,cargo test,Generated file boundaries,verification or completion criteria | a security or approval rule
AGENTS.md,datopian/autoclaw.sh,https://github.com/datopian/autoclaw.sh,AGENTS.md,https://github.com/datopian/autoclaw.sh/blob/e60ab8e55c0ab5671afa911172cc8819b8d9fdd5/AGENTS.md,Astro,23,false,false,false,true,,,scope or precedence guidance | a security or approval rule
AGENTS.md,Protelis/Protelis,https://github.com/Protelis/Protelis,AGENTS.md,https://github.com/Protelis/Protelis/blob/217cbfc29254c9df799106cf7712b6172e0d8634/AGENTS.md,Java,22,false,false,false,true,,,a security or approval rule
AGENTS.md,thumbor/libthumbor,https://github.com/thumbor/libthumbor,AGENTS.md,https://github.com/thumbor/libthumbor/blob/5e25b89055eae7a0b82acd57718210de13332044/AGENTS.md,Python,64,false,false,false,true,pytest,Secrets and credentials,verification or completion criteria | scope or precedence guidance
AGENTS.md,AndreaGriffiths11/annotation-overlay,https://github.com/AndreaGriffiths11/annotation-overlay,AGENTS.md,https://github.com/AndreaGriffiths11/annotation-overlay/blob/41a47b88f59bcc1d5aa36be1b9074d2d77c17539/AGENTS.md,HTML,21,false,false,false,true,,Human approval | Generated file boundaries,
AGENTS.md,rufolangus/AAOSP,https://github.com/rufolangus/AAOSP,AGENTS.md,https://github.com/rufolangus/AAOSP/blob/a493e140fe55b47e56f8d52cd0a2243900160b16/AGENTS.md,Java,21,false,false,false,true,,Human approval | Destructive action limits,an explicit test command
AGENTS.md,react-native-nitro-google-sign-in/google-signin,https://github.com/react-native-nitro-google-sign-in/google-signin,AGENTS.md,https://github.com/react-native-nitro-google-sign-in/google-signin/blob/9666e34bd9c3ee32a4268a3344ba678d30815663/AGENTS.md,Kotlin,20,false,false,false,true,,,an explicit test command | verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,GRCEngClub/directory,https://github.com/GRCEngClub/directory,AGENTS.md,https://github.com/GRCEngClub/directory/blob/490f3d22432057e10707295664286dc046fbc47e/AGENTS.md,JavaScript,16,false,false,false,true,,Production restrictions | Generated file boundaries,
AGENTS.md,Zambav/ComfyUI-Agent-Toolkit,https://github.com/Zambav/ComfyUI-Agent-Toolkit,AGENTS.md,https://github.com/Zambav/ComfyUI-Agent-Toolkit/blob/755d3f66f4ebb1072a75fc7d8d616489c97bacce/AGENTS.md,Python,17,false,false,false,true,,Production restrictions,an explicit test command
AGENTS.md,bio-org-au/editor,https://github.com/bio-org-au/editor,AGENTS.md,https://github.com/bio-org-au/editor/blob/e629420d7085812adea8bc683727a45be91e301b/AGENTS.md,Ruby,4,false,false,false,true,,,verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,mitkox/SDFT,https://github.com/mitkox/SDFT,AGENTS.md,https://github.com/mitkox/SDFT/blob/51592d422799174f9c2042765837ebadb22110df/AGENTS.md,Python,14,false,false,false,true,,,setup or install guidance | an explicit test command | scope or precedence guidance | a security or approval rule
AGENTS.md,Subaru-PFS/ics_agccActor,https://github.com/Subaru-PFS/ics_agccActor,AGENTS.md,https://github.com/Subaru-PFS/ics_agccActor/blob/32b6e05ac3d6250b62cd73e7cadf97a5524898d2/AGENTS.md,C,0,false,false,false,true,pytest,Production restrictions,
AGENTS.md,comonicon/Comonicon.jl,https://github.com/comonicon/Comonicon.jl,AGENTS.md,https://github.com/comonicon/Comonicon.jl/blob/02160658b16799f4f83303a5003b1c8c4ed7fd5d/AGENTS.md,Julia,300,false,false,false,true,,,a security or approval rule
AGENTS.md,baimard/gestion,https://github.com/baimard/gestion,AGENTS.md,https://github.com/baimard/gestion/blob/868b406876ffae811b1fa79bdff3fec221ea9fa7/AGENTS.md,JavaScript,81,false,false,false,true,,,setup or install guidance | an explicit test command | verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,jbn/iuselinux,https://github.com/jbn/iuselinux,AGENTS.md,https://github.com/jbn/iuselinux/blob/3d13de7ad907851e9b1179a4dac9c9cfe10333b2/AGENTS.md,Python,12,false,false,false,true,go test,,scope or precedence guidance | a security or approval rule
AGENTS.md,PreziosiRaffaele/markdown-llm.nvim,https://github.com/PreziosiRaffaele/markdown-llm.nvim,AGENTS.md,https://github.com/PreziosiRaffaele/markdown-llm.nvim/blob/39a48cf9769bac00f813867d1d01c0368eed5e9b/AGENTS.md,Lua,10,false,false,false,true,,,an explicit test command | scope or precedence guidance | a security or approval rule
AGENTS.md,joelhooks/atproto-agent-network,https://github.com/joelhooks/atproto-agent-network,AGENTS.md,https://github.com/joelhooks/atproto-agent-network/blob/29e075ebd0695daf1bef70e2fe381c92a59e66b4/AGENTS.md,TypeScript,20,false,false,false,true,pnpm test,Secrets and credentials | Human approval | Production restrictions,scope or precedence guidance
AGENTS.md,hezhijie0327/CNIPDb,https://github.com/hezhijie0327/CNIPDb,AGENTS.md,https://github.com/hezhijie0327/CNIPDb/blob/9a78c23aa38b7d135181b3cf8a4ff97e8551dcff/AGENTS.md,Shell,9,false,false,false,true,,Secrets and credentials,verification or completion criteria
AGENTS.md,pankajudhas81/pi-claude-auth,https://github.com/pankajudhas81/pi-claude-auth,AGENTS.md,https://github.com/pankajudhas81/pi-claude-auth/blob/30d7a44ab2ba7538fc610f437867318a73d05e40/AGENTS.md,TypeScript,10,false,false,false,true,,,setup or install guidance | an explicit test command | a security or approval rule
AGENTS.md,viktor-ferenczi/se-toolbar-manager,https://github.com/viktor-ferenczi/se-toolbar-manager,AGENTS.md,https://github.com/viktor-ferenczi/se-toolbar-manager/blob/d8ee5a7267928983fad74103f50d05803b3025e3/AGENTS.md,C#,4,false,false,false,true,,,an explicit test command | verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,HereTrix/strings_repository,https://github.com/HereTrix/strings_repository,AGENTS.md,https://github.com/HereTrix/strings_repository/blob/fb1038a020090676768a8f37eac4e020e022a13e/AGENTS.md,Python,4,false,false,false,true,,Secrets and credentials,an explicit test command | verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,ai-on-gke/ai-factory,https://github.com/ai-on-gke/ai-factory,AGENTS.md,https://github.com/ai-on-gke/ai-factory/blob/38d32b04fa1f167b61bd9d8c23108ab537fd2647/AGENTS.md,Go,8,false,false,false,true,,Human approval,an explicit test command | verification or completion criteria | a security or approval rule
AGENTS.md,khw1031/glowed,https://github.com/khw1031/glowed,AGENTS.md,https://github.com/khw1031/glowed/blob/533a033ddb66ca063e275887a70427c547cd7bd5/AGENTS.md,Go,8,false,false,false,true,go test,Secrets and credentials | Human approval | Destructive action limits,
AGENTS.md,grafana/tempo-operator,https://github.com/grafana/tempo-operator,AGENTS.md,https://github.com/grafana/tempo-operator/blob/24c2ea9e802e57789f221de8b5fa9735061badb5/AGENTS.md,Go,93,false,false,false,true,go test,Production restrictions | Destructive action limits | Generated file boundaries,verification or completion criteria
AGENTS.md,golemcloud/golem,https://github.com/golemcloud/golem,AGENTS.md,https://github.com/golemcloud/golem/blob/a6dc3c3c719aa44f7c1ac4d9c6d474aca8787ff3/AGENTS.md,Rust,1607,false,false,false,true,cargo test,Secrets and credentials,
AGENTS.md,razzamatazm/mustarrd,https://github.com/razzamatazm/mustarrd,AGENTS.md,https://github.com/razzamatazm/mustarrd/blob/dd70a905ff4bedb7089e42e3a9e2f9e958e01500/AGENTS.md,Python,7,false,false,false,true,,Secrets and credentials | Generated file boundaries,verification or completion criteria | scope or precedence guidance
AGENTS.md,usecoherence/coherence-bootstrap,https://github.com/usecoherence/coherence-bootstrap,AGENTS.md,https://github.com/usecoherence/coherence-bootstrap/blob/89df89db868d40c4dbd8542d6261484f39247d7b/AGENTS.md,Rust,8,false,false,false,true,cargo test,Secrets and credentials | Destructive action limits | Generated file boundaries,a security or approval rule
AGENTS.md,BlockchainCommons/bc-envelope-rust,https://github.com/BlockchainCommons/bc-envelope-rust,AGENTS.md,https://github.com/BlockchainCommons/bc-envelope-rust/blob/bae6880035bcd14c0d149d4eb42082b0069edb83/AGENTS.md,Rust,3,false,false,false,true,cargo test,Secrets and credentials | Production restrictions,
AGENTS.md,pulserver/pulserver,https://github.com/pulserver/pulserver,AGENTS.md,https://github.com/pulserver/pulserver/blob/20962ff3c9e8533c54319795d662d2676663de33/AGENTS.md,MATLAB,6,false,false,false,true,,,setup or install guidance | an explicit test command | verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,AJFrio/OpenShop,https://github.com/AJFrio/OpenShop,AGENTS.md,https://github.com/AJFrio/OpenShop/blob/3b78e38ef248f330b9e50e0fa60a16ebcfdc21bb/AGENTS.md,JavaScript,5,false,false,false,true,npm test,Secrets and credentials | Production restrictions,verification or completion criteria | scope or precedence guidance
AGENTS.md,themixednuts/cloudflare-isr,https://github.com/themixednuts/cloudflare-isr,AGENTS.md,https://github.com/themixednuts/cloudflare-isr/blob/ae25e331f2179cc49cfbdf4b9415b6c12cd94b51/AGENTS.md,TypeScript,6,false,false,false,true,,Destructive action limits | Generated file boundaries,verification or completion criteria | a security or approval rule
AGENTS.md,Joouis/agent-maestro,https://github.com/Joouis/agent-maestro,AGENTS.md,https://github.com/Joouis/agent-maestro/blob/84df9d8d3ef15af68b5a5f860929495f153de9b0/AGENTS.md,TypeScript,200,false,false,false,true,pnpm test,Human approval | Generated file boundaries,a security or approval rule
AGENTS.md,arnica/depsguard,https://github.com/arnica/depsguard,AGENTS.md,https://github.com/arnica/depsguard/blob/27be4882905a04e0db6284e858902b031d42a44b/AGENTS.md,Rust,394,false,false,false,true,cargo test,Secrets and credentials | Human approval | Destructive action limits,
AGENTS.md,quadbio/scembed,https://github.com/quadbio/scembed,AGENTS.md,https://github.com/quadbio/scembed/blob/5e3d37d9fa44e4d7d47ccbfdaddcd4124765f38a/AGENTS.md,Python,5,false,false,false,true,,,verification or completion criteria | scope or precedence guidance | a security or approval rule
AGENTS.md,Bonnie-Coding-tech/Tab-Wise,https://github.com/Bonnie-Coding-tech/Tab-Wise,AGENTS.md,https://github.com/Bonnie-Coding-tech/Tab-Wise/blob/0734121d5c5441ba89a6811d7094a838092dea17/AGENTS.md,JavaScript,5,false,false,false,true,,,an explicit test command | verification or completion criteria | a security or approval rule
AGENTS.md,alvcarmona/library-mcp,https://github.com/alvcarmona/library-mcp,AGENTS.md,https://github.com/alvcarmona/library-mcp/blob/5eb9559699030f4a69251c2d2d24ee56bd56987b/AGENTS.md,Python,5,false,false,false,true,pytest,Secrets and credentials,verification or completion criteria | scope or precedence guidance
